Query Index,Best Example Combination,44,2,31_47,17_35_43,9_46_47,50,32_41,5_44,46_48,13_22,31_44,28_32_43,3_7_28,24,35_40_43,13_28_31,17,18,8_9_32,12_43
0,35_40_43,0.6157626536542199,0.43295639247867246,0.697192279259678,0.47530566440796157,0.6374742193606755,0.7612185787229658,0.7717728575274408,0.6111842694139508,0.8406945028753828,0.691643915143799,0.6259455193365082,0.3774155527037884,0.6775230829774898,0.2582897244044426,0.8773963484333948,0.674057456604913,0.59745766614664,0.5910442025641369,0.6200438542076463,0.8155502228289427
1,17_35_43,0.3100063276625359,0.6333060637197482,0.37726970522870745,0.7906775354930482,0.26129264005564184,0.4921673359249705,0.2707296897436267,0.5126465840932256,0.45728755007331034,0.6503336925545548,0.2715764318068921,0.40641204644812046,0.3335213165506553,0.3035870164005985,0.2950000363305551,0.534103139884923,0.4367142679720523,0.3555779068016866,0.2970044357595258,0.251268455547794
2,18,0.5168742459442203,0.3024659766747904,0.4356130148765259,0.4423972010947175,0.44918132555067763,0.5302285797255405,0.35167296630504,0.3902466483136263,0.26783334111611806,0.33789997024250457,0.48732171617143566,0.4086604587048119,0.4300133526820016,0.5039802929811141,0.37897071008376976,0.4228828031970801,0.4952780572332549,0.5560474346624572,0.5182736717859464,0.3669251362446448
3,17_35_43,0.8830359356992502,0.8702595973200266,0.6164072038976854,0.8927653677679426,0.8064023045339631,0.7884368737135947,0.7968066303211483,0.7529774712905027,0.7911167125039122,0.6887258655565673,0.825953991422351,0.8544230330920286,0.7780424768578769,0.7933196718141722,0.8724888973582327,0.812490542766488,0.7336222326710738,0.8103003094601205,0.8169229601186675,0.8126377262315057
4,50,0.8214952266093897,0.7494227206716335,0.5031964023185843,0.8304548428706053,0.6622126449906754,0.8758457689699719,0.6562561277309564,0.6848736471844433,0.7173382864468655,0.5870567889986741,0.7331586684212348,0.781064504299128,0.7453620400160544,0.8069099532195069,0.7774639822861087,0.7544352918823541,0.6691690911251539,0.8134923324598381,0.823044569531382,0.7391050158642234
5,18,0.678339135945209,0.5685044904937879,0.7900594284143686,0.6907573661050374,0.6104058772687744,0.6271651028444656,0.5199308774396697,0.6086336401643985,0.5319989110722348,0.796129621778925,0.3639401743557534,0.5880192662776745,0.7777743823849603,0.6532519669805708,0.5901375156224694,0.3203507041429312,0.3623383931258082,0.8299772690939234,0.3101746304835617,0.2363351375977458
6,9_46_47,0.8253492152715952,0.6727221147135535,0.6199826502335362,0.37830904197987175,0.8383668408580178,0.6180378865519897,0.353067449320732,0.6503086023959956,0.3227034478847088,0.6866755088011662,0.8256056848245015,0.5659541743832305,0.4075320738783794,0.40960400425172644,0.7727091104269181,0.40646624631921446,0.7390509482669471,0.4656790946495368,0.628107811397053,0.36208006775356694
7,32_41,0.697073823997881,0.6082617983112196,0.5830336451811567,0.5672493746297582,0.6059579488665768,0.6843312518736904,0.7387306597731073,0.6713609907699024,0.666322874871567,0.5772417084323683,0.626269409560531,0.7015227129474423,0.5150298039055538,0.523214001303616,0.6676994191406537,0.5192757807204459,0.6939431853961309,0.6151191968416981,0.5701101226245392,0.6338563187712394
8,50,0.6096799227229285,0.6674538377722373,0.4991046522869378,0.6752534907762626,0.5153102120096796,0.6970580578890773,0.5472293806900526,0.5905988046414531,0.48185077858860487,0.574499187990644,0.5597112621557762,0.6183031576411646,0.5667055716805294,0.5492301063297379,0.5643481782312973,0.6154858306783275,0.5280890391384426,0.6477879878928051,0.671905126255995,0.5552863497871312
9,31_44,0.7062098939413224,0.6696777974983275,0.7357786496040439,0.7742163199886646,0.7217679585724422,0.8202917083470198,0.7002063799761333,0.7086143159727208,0.7622561091445419,0.8337618347900186,0.8469647614749876,0.7305227654076357,0.6303046753909023,0.8048891077159012,0.6593101870590662,0.7181456451373033,0.8391941965358498,0.7753943156933106,0.7400817849816367,0.7131047788774818
10,35_40_43,0.8280075923077664,0.8532828345611935,0.7828881034109504,0.8104664733683141,0.826598804461308,0.8099549460836339,0.8372071962216244,0.7727530004236298,0.8206874408748653,0.789698316222684,0.7802410868168371,0.8704326297089199,0.8326200101146948,0.8103464626788942,0.8906136475381285,0.7972537759988341,0.7850483519948919,0.867344783786183,0.8006557788038322,0.8339153856781873
11,32_41,0.7666131272834751,0.7006005748236599,0.7419678694749574,0.6836021639518777,0.7323146014704577,0.6941951079317421,0.8928245011023928,0.7397300973857218,0.7635018395815989,0.39475408480823043,0.5734529523986175,0.7909698672032288,0.6016292872468906,0.6035157247861815,0.5930301882704011,0.39972742645477866,0.6006256452425845,0.5909270145218636,0.7064102475993161,0.6617521688528875
12,44,0.8474642925802737,0.7839436639258154,0.7728158462774352,0.8212785226822333,0.7595345914654144,0.8210148322444287,0.7933108660499224,0.7657430128584487,0.8460314970328126,0.8052213255524364,0.7206834645865454,0.713274745645875,0.8044572734872714,0.837601505168075,0.8006599860090388,0.7412446531439641,0.7308976684624009,0.7348451086482454,0.7624524474650205,0.7863564705378316
13,50,0.7731185977495437,0.6679922772525273,0.433442871758574,0.8111410386225413,0.7102908414422459,0.8206660250345567,0.6278010382646115,0.7532730927156526,0.7396423253793551,0.6795527638478849,0.8146404287882407,0.7743656319314964,0.5632238778526585,0.8156446207921069,0.7532888064683213,0.7494071235499369,0.7645499748621974,0.7429625320905425,0.7184914745146534,0.6902642918345948
14,17_35_43,0.6527574304856731,0.6291770579740442,0.6137157568575878,0.8245590306285321,0.6380196220702739,0.7372349390354503,0.3707822813896371,0.6894326163538032,0.547044068855183,0.46225942724377483,0.6760390864744324,0.6113776571136947,0.5402078890725267,0.6769249828323656,0.6879559208710386,0.7193082918958206,0.5268491960863869,0.6543508377503652,0.7399485619648777,0.5641012378526808
15,35_40_43,0.6057499252878379,0.4216085655964046,0.6916980263816614,0.4701637187285675,0.626152319881616,0.750047498654082,0.7667207207048963,0.6004122153770265,0.8369612286774818,0.6762984851553263,0.6150236730019837,0.3663559221093333,0.664770509221424,0.24671935585847085,0.8768527024188144,0.6706678542673142,0.5857726984201836,0.5804985589350711,0.6192054684972946,0.8133070086904223
16,9_46_47,0.6967456150544484,0.8996202683963653,0.7998515104796355,0.8189931789776578,0.9492161568202995,0.7129378558906188,0.6739003798987887,0.7316597892252067,0.8743175169997464,0.8523418737491579,0.8938367172468001,0.7474232541300124,0.7089542524553144,0.636869786768125,0.7712888407521334,0.7383147583735421,0.8028584649102694,0.8045851047421833,0.7194622872433059,0.8562073765540542
17,17_35_43,0.8761538614141099,0.8553013615358979,0.6633805282568995,0.8988654090356115,0.8351866130392069,0.757550850809774,0.7686914884525063,0.7330659365664727,0.8155677342265273,0.7338782301954658,0.7997071033223052,0.8159361533044661,0.7829128742580822,0.7089834423384346,0.8552243886932223,0.7945327038377334,0.712431025183971,0.75384608119129,0.7827816320926657,0.8073267427455353
18,5_44,0.3740431980952494,0.3892975791428143,0.4297618150026378,0.3499468142723279,0.3781610491972733,0.5309943562374517,0.36026152388716426,0.5507784904793704,0.3932841244837442,0.33568856064359426,0.46363280080507524,0.4946926180991644,0.3975803525486223,0.3083666248149899,0.478307774525292,0.4561191137834828,0.31909066979268136,0.537555586787743,0.5133208348641447,0.35277990703172735
19,32_41,0.7319949099262087,0.6764565141005748,0.613923804956019,0.5925646418751868,0.6676289085573014,0.7002183305413321,0.7873173724861438,0.7051252976687076,0.7057569688266692,0.6343671445536062,0.665085342985792,0.7378901885212202,0.5534505100762642,0.5596797068938916,0.7236107646606506,0.5613315200682266,0.7336375478181891,0.6387301078496864,0.5961576048549565,0.685688411511111
20,44,0.8423074595961602,0.7314874114053921,0.7073848137894369,0.7853551158423437,0.7617471328650423,0.7591023683570678,0.8048613593677701,0.7328140880430105,0.8348478920736806,0.760468283985644,0.7255287106983519,0.660005465271232,0.7972644173100873,0.7692496554378286,0.7876297041474558,0.6999513967384635,0.7004326206443062,0.645122927656567,0.7388796809584305,0.7495911707761296
21,17_35_43,0.5383723400568943,0.7733708568512601,0.4184830373007125,0.8233464757858926,0.5759440930460356,0.49992597710846043,0.3746414884928402,0.6477588544045739,0.6425538707822464,0.7846212536735636,0.39135527507760137,0.6278090448050689,0.524877288059433,0.428354350954084,0.4469101852228604,0.6402620487738372,0.6241052656759322,0.6816296451185484,0.28733395524023847,0.45302524360206126
22,17_35_43,0.525694583962638,0.5442359343220932,0.5484209244160152,0.7112916878130021,0.45592590156101903,0.637625012199164,0.5426610665385445,0.6193386968038497,0.5758729083351716,0.6984429350819199,0.6890665180567404,0.5861120211215748,0.5557377868128806,0.6066699297291879,0.5829219084357016,0.5983549757197527,0.5779516273710141,0.6045081102637151,0.5095470902013037,0.5057539201674178
23,9_46_47,0.6665012642959719,0.8845107775496196,0.7892722926895536,0.7718533488507767,0.9480983236992824,0.6292185374393672,0.6593944286606243,0.701487297587386,0.8437026277380307,0.8374418793406405,0.8878578941333143,0.7390985503432554,0.6740056808744925,0.645439912937257,0.7627328685586527,0.7082350923847572,0.774775246674964,0.7786797090438834,0.625307348789907,0.8124537084778265
24,50,0.6474611423423646,0.35386703139768916,0.5550662720755755,0.5147427300790361,0.33873259403784506,0.722713859020663,0.3417304603589332,0.6757705693281232,0.34874807348226494,0.5758712200486011,0.5781421161418123,0.42267137267600763,0.6529700318124818,0.6425782486676802,0.44522301113149226,0.5464807525377684,0.6697417650307991,0.643386643352027,0.592369073015387,0.3071720778380823
25,24,0.5896769263406236,0.3261462564883721,0.5669311814521886,0.5800486762960427,0.32724352897620407,0.6422404402017882,0.3159905597830996,0.634942858950799,0.3402415927676824,0.5209026340311447,0.5689214182414777,0.4209329245336151,0.5675203434348357,0.656965546442825,0.4598381150965571,0.5525753945917692,0.6407337024745297,0.6248057269648415,0.6205586991727937,0.33704091045085166
26,18,0.678339135945209,0.5685044904937879,0.7900594284143686,0.6907573661050374,0.6104058772687744,0.6271651028444656,0.5199308774396697,0.6086336401643985,0.5319989110722348,0.796129621778925,0.3639401743557534,0.5880192662776745,0.7777743823849603,0.6532519669805708,0.5901375156224694,0.3203507041429312,0.3623383931258082,0.8299772690939234,0.3101746304835617,0.2363351375977458
27,9_46_47,0.7909793402691465,0.9068738498048561,0.7825750899861629,0.8248781333405251,0.9289396584522572,0.7849010404291561,0.7536055276243101,0.7346948248576584,0.8605100115710859,0.8668381560733718,0.9071187665028316,0.7417691945681023,0.752450981230076,0.7360305975487529,0.8228711954479851,0.7427900512529961,0.8117268598793586,0.8013789959606645,0.7668753555800294,0.8585269398938399
28,13_22,0.31378437040514234,0.23662562324853134,0.713190848822273,0.7999572037514421,0.6869958027340699,0.38413843811217885,0.587283717036195,0.6692992289896873,0.7699214169985871,0.82863647626502,0.8177645345805946,0.2573513690717328,0.665456384125715,0.1837822716501187,0.40371871386412655,0.7068077281173909,0.4160363208098783,0.29900374919207556,0.592423649852447,0.7011909093209465
29,8_9_32,0.6127170120562156,0.49567767765919596,0.585224490382788,0.6073126648945266,0.4811066597440191,0.5316997479780423,0.46040668673764384,0.49936206830228086,0.3704975268841802,0.5294560092671579,0.541318798390618,0.4551473299913102,0.5449741263535346,0.6346397872896934,0.4704442952682896,0.6258233073351614,0.5308377741736681,0.5923584850847445,0.6485421855593759,0.4418054921044939
30,17_35_43,0.5281632760774313,0.7862847582106044,0.4749969829078474,0.851625944791274,0.6274106264759389,0.5063539747266131,0.3605139009170061,0.6859177455947985,0.6378620358974348,0.8276018263071694,0.5115234675838145,0.6899928727137475,0.49768602246019955,0.458427958998066,0.4642117973186778,0.6807035360475469,0.6735920764277455,0.7308472015734846,0.34218817348222436,0.49411615314354035
31,32_41,0.8033038087168537,0.7855325273209098,0.7376139492427637,0.6926159003242476,0.7323989370513374,0.7578108146468259,0.9127543266493084,0.7865348327519628,0.8144122381526334,0.5020913388223421,0.613341866750751,0.8195039596245728,0.7334955016845603,0.6381979449401951,0.6665138364087009,0.49388014593368623,0.5871741551039816,0.6930294490127256,0.7728074734047328,0.7439004102129764
32,44,0.8476564972293534,0.8209030155863676,0.8013903930143474,0.7990145373284172,0.7873969595855069,0.8185861979603065,0.7959487683740561,0.7906925176575065,0.7686613370437756,0.7536301012670877,0.574145970285934,0.666592505866565,0.7516783454242619,0.7804962309959365,0.7062689360024589,0.7556201431646715,0.7397430160234729,0.7874495642277782,0.8371587788603826,0.7650031475140691
33,5_44,0.44576629403040596,0.21430182323825475,0.39955144740436427,0.3816239246565604,0.27327075522568633,0.47563722838094846,0.24645399656461883,0.5148035147045098,0.19283371039072417,0.2562281898004062,0.4009963233711775,0.3965710809572243,0.4475215647533513,0.4386465760979757,0.1851985486325196,0.47394528254060897,0.5066605931638167,0.40890135972585656,0.431260892547429,0.21494514643285434
34,44,0.8476564972293534,0.8209030155863676,0.8013903930143474,0.7990145373284172,0.7873969595855069,0.8185861979603065,0.7959487683740561,0.7906925176575065,0.7686613370437756,0.7536301012670877,0.574145970285934,0.666592505866565,0.7516783454242619,0.7804962309959365,0.7062689360024589,0.7556201431646715,0.7397430160234729,0.7874495642277782,0.8371587788603826,0.7650031475140691
35,3_7_28,0.7986056151617484,0.557793129149715,0.4652877837091141,0.7877212977883521,0.5581149487165405,0.7421331825018471,0.4480634303121205,0.5145505249447452,0.48636843689255604,0.7259342562914456,0.5277717801589131,0.5664838089376156,0.8288361521600623,0.49865043848009655,0.5481462396252385,0.5818526467090739,0.4711649066746312,0.780726869151744,0.731902105940779,0.576391060971863
36,31_47,0.5788503198458017,0.5538603681820785,0.6615557301675781,0.5752528442833555,0.38633766562355626,0.36964052269029596,0.4299968916739062,0.43861007237277677,0.5915854722288021,0.40579083972612834,0.6023400918638268,0.3623472007664476,0.6226871509350371,0.6033730997083335,0.3794415284935297,0.35917959415313205,0.3239610585905615,0.5838059960530777,0.550997162177817,0.5783500172641385
37,32_41,0.777891467872257,0.7265239079251948,0.7264316635507193,0.6182958270306879,0.649696895188813,0.7272390329815654,0.8875793817731751,0.7594321246982572,0.7725248895048166,0.427589991357208,0.5771794513283276,0.7816336376338595,0.7028780944931262,0.6535656970000359,0.5886434123472701,0.39270846200398113,0.5445888440930147,0.6440802149556493,0.7732891464318881,0.6542372993874309
38,32_41,0.7650164871925694,0.7240124020475999,0.6809386270498335,0.4699575419708074,0.5298093343222122,0.7341524675468896,0.8502898971892549,0.7803047630022796,0.7496590463691146,0.40187381233804864,0.5089543060361734,0.7252101195118722,0.7265270824912788,0.5867819679969872,0.6247673600597774,0.33592448093882976,0.5464685532062982,0.6046870922503573,0.782290456160423,0.5579639484893392
39,35_40_43,0.6155654003772544,0.4269432573719816,0.6889577826219465,0.46334132622740914,0.634839794469259,0.7532230186256688,0.7680951346218993,0.5982375526231297,0.8358554167159025,0.6782686852733509,0.6178754410822794,0.37391830531777814,0.6673418125863927,0.25239449885943155,0.8787520783424713,0.667237041298119,0.5992501997871605,0.5877186915475939,0.6175241174199354,0.8109504538560532
